,S_NO,NAME,UNIT_NO,DT_ COMM,CAPACITY MW AS ON 31/03/2023,TYPE,STATE,SECTOR,SYSTEM,Fuel1,Fuel2,NET GENERATION(MU),Fuel 1 Consumption (if coal: only national coal) ,Fuel 1 Consumption (only for imported coal),Fuel 2 Consumption,CO2(ton) FUEL-1,"CO2(ton)
FUEL-2",TOTAL CO2(ton),Emission factor (ton/MWh),CDM Registry
,138.00,ROSA TPP ,4.00,28-03-2012,300.00,THERMAL,UTTAR PRADESH,PVT,ROSA POWER COMPANY,COAL,OIL,1647.38,1082.74,0.00,185.50,1561516.97,583.49,1562100.45,0.95,
,139.00,SAGARDIGHI TPP,0.00,,1600.00,THERMAL,WEST BENGAL,STATE,WBPDC,COAL,OIL,10621.06,7660.25,0.00,3879.27,9981013.54,10180.22,9991193.76,0.94,
,414.00,SAGARDIGHI TPP,1.00,21-12-2007,300.00,THERMAL,WEST BENGAL,STATE,WBPDC,COAL,OIL,1925.91,1352.76,0.00,608.48,1839817.89,1596.81,1841414.70,0.96,
,414.00,SAGARDIGHI TPP,2.00,20-07-2008,300.00,THERMAL,WEST BENGAL,STATE,WBPDC,COAL,OIL,2031.67,1421.01,0.00,904.74,1932641.13,2374.27,1935015.40,0.95,
,414.00,SAGARDIGHI TPP,3.00,14-12-2015,500.00,THERMAL,WEST BENGAL,STATE,WBPDC,COAL,OIL,3076.08,2236.80,0.00,1475.90,2841981.49,3873.15,2845854.64,0.93,
,414.00,SAGARDIGHI TPP,4.00,15-12-2016,500.00,THERMAL,WEST BENGAL,STATE,WBPDC,COAL,OIL,3587.40,2649.68,0.00,890.15,3366573.03,2335.99,3368909.02,0.94,
,140.00,SALAYA TPP,0.00,,1200.00,THERMAL,GUJARAT,PVT,ESSAR power Gujarat Ltd,COAL,OIL,3764.00,0.00,1949.00,2399.90,3522275.95,7150.51,3529426.46,0.94,
,140.00,SALAYA TPP,1.00,22-02-2012,600.00,THERMAL,GUJARAT,PVT,ESSAR ENERGY LTD,COAL,OIL,2331.00,0.00,1203.00,1436.80,2165382.80,4307.00,2169689.81,0.93,
,140.00,SALAYA TPP,2.00,13-06-2012,600.00,THERMAL,GUJARAT,PVT,ESSAR ENERGY LTD,COAL,OIL,1433.00,0.00,746.00,963.10,1356893.15,2843.51,1359736.65,0.95,
,141.00,SALORA,0.00,,135.00,THERMAL,CHATTISGARH,PVT,Vandana Vidyut Ltd,COAL,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,141.00,SALORA,1.00,10-04-2014,135.00,THERMAL,CHATTISGARH,PVT,Vandana Vidyut Ltd,COAL,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,142.00,SANJAY GANDHI,0.00,,1340.00,THERMAL,MADHYA PRADESH,STATE,MPGPCL,COAL,OIL,7296.27,5490.32,0.00,5763.40,8003988.24,16482.14,8020470.37,1.10,
,142.00,SANJAY GANDHI,1.00,26-03-1993,210.00,THERMAL,MADHYA PRADESH,STATE,MPGPCL,COAL,OIL,980.77,811.57,0.00,1170.00,1170740.34,3345.96,1174086.30,1.20,
,142.00,SANJAY GANDHI,2.00,27-03-1994,210.00,THERMAL,MADHYA PRADESH,STATE,MPGPCL,COAL,OIL,1172.63,944.37,0.00,891.00,1362322.22,2548.08,1364870.30,1.16,
,142.00,SANJAY GANDHI,3.00,28-02-1999,210.00,THERMAL,MADHYA PRADESH,STATE,MPGPCL,COAL,OIL,1165.27,939.16,0.00,1050.00,1354803.55,3002.78,1357806.33,1.17,
,142.00,SANJAY GANDHI,4.00,23-11-1999,210.00,THERMAL,MADHYA PRADESH,STATE,MPGPCL,COAL,OIL,1274.30,1013.15,0.00,626.30,1461545.04,1791.09,1463336.12,1.15,
,142.00,SANJAY GANDHI,5.00,27-08-2008,500.00,THERMAL,MADHYA PRADESH,STATE,MPGPCL,COAL,OIL,2703.30,1782.07,0.00,2026.10,2654577.09,5794.23,2660371.32,0.98,
,143.00,SANTALDIH,0.00,,500.00,THERMAL,WEST BENGAL,STATE,WBPDC,COAL,OIL,3623.25,2665.88,0.00,668.00,3631738.99,2037.21,3633776.20,1.00,
,143.00,SANTALDIH,5.00,07-11-2007,250.00,THERMAL,WEST BENGAL,STATE,WBPDC,COAL,OIL,1771.31,1327.52,0.00,303.50,1803718.86,925.59,1804644.45,1.02,
,143.00,SANTALDIH,6.00,29-06-2011,250.00,THERMAL,WEST BENGAL,STATE,WBPDC,COAL,OIL,1851.94,1338.36,0.00,364.50,1828020.13,1111.62,1829131.75,0.99,
,144.00,SASAN UMPP,0.00,,3960.00,THERMAL,MADHYA PRADESH,PVT,RELIANCE POWER,COAL,OIL,30544.50,17992.30,0.00,3139.30,27814159.16,9327.71,27823486.87,0.91,
,144.00,SASAN UMPP,1.00,18-12-2013,660.00,THERMAL,MADHYA PRADESH,PVT,RELIANCE POWER,COAL,OIL,4715.30,2703.70,0.00,335.70,4257176.42,998.43,4258174.85,0.90,CDM#3690
,144.00,SASAN UMPP,2.00,30-05-2013,660.00,THERMAL,MADHYA PRADESH,PVT,RELIANCE POWER,COAL,OIL,5191.90,3152.90,0.00,705.10,4733652.79,2094.80,4735747.59,0.91,CDM#3690
,144.00,SASAN UMPP,3.00,25-03-2014,660.00,THERMAL,MADHYA PRADESH,PVT,RELIANCE POWER,COAL,OIL,5068.70,2992.40,0.00,384.70,4681108.59,1140.80,4682249.39,0.92,CDM#3690
,144.00,SASAN UMPP,4.00,21-05-2014,660.00,THERMAL,MADHYA PRADESH,PVT,RELIANCE POWER,COAL,OIL,4841.30,2885.50,0.00,655.20,4410994.72,1948.16,4412942.88,0.91,CDM#3690
,144.00,SASAN UMPP,5.00,24-08-2014,660.00,THERMAL,MADHYA PRADESH,PVT,RELIANCE POWER,COAL,OIL,5375.10,3060.50,0.00,520.10,4865421.36,1544.90,4866966.26,0.91,CDM#3690
,144.00,SASAN UMPP,6.00,19-03-2015,660.00,THERMAL,MADHYA PRADESH,PVT,RELIANCE POWER,COAL,OIL,5352.20,3197.30,0.00,538.50,4865805.28,1600.61,4867405.89,0.91,CDM#3690
,145.00,SATPURA,0.00,,1330.00,THERMAL,MADHYA PRADESH,STATE,MPGPCL,COAL,OIL,3579.95,2480.75,0.00,1144.26,3549485.84,3376.81,3552862.64,0.99,
,145.00,SATPURA,6.00,30-03-1979,200.00,THERMAL,MADHYA PRADESH,STATE,MPGPCL,COAL,OIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,145.00,SATPURA,7.00,20-09-1980,210.00,THERMAL,MADHYA PRADESH,STATE,MPGPCL,COAL,OIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,145.00,SATPURA,8.00,25-01-1983,210.00,THERMAL,MADHYA PRADESH,STATE,MPGPCL,COAL,OIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,145.00,SATPURA,9.00,27-02-1984,210.00,THERMAL,MADHYA PRADESH,STATE,MPGPCL,COAL,OIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,145.00,SATPURA,10.00,22-03-2013,250.00,THERMAL,MADHYA PRADESH,STATE,MPGPCL,COAL,OIL,1885.64,1310.68,0.00,492.14,1875336.04,1455.54,1876791.59,1.00,
,145.00,SATPURA,11.00,25-12-2013,250.00,THERMAL,MADHYA PRADESH,STATE,MPGPCL,COAL,OIL,1694.31,1170.07,0.00,652.13,1674149.79,1921.26,1676071.05,0.99,
,146.00,SEIONI TPP ,0.00,,600.00,THERMAL,MADHYA PRADESH,PVT,JHABUA POWER LTD,COAL,OIL,3372.36,2920.71,0.00,1859.90,3388454.66,5584.88,3394039.54,1.01,
,146.00,SEIONI TPP ,1.00,22-03-2016,600.00,THERMAL,MADHYA PRADESH,PVT,JHABUA POWER LTD,COAL,OIL,3372.36,2920.71,0.00,1859.90,3388454.66,5584.88,3394039.54,1.01,
,147.00,SEMBCORP GAYATRI(SGPL TPP),0.00,,1320.00,THERMAL,ANDHRA PRADESH,PVT,SGPL,COAL,OIL,8817.88,2260.26,3304.77,904.00,7731861.20,2677.36,7734538.57,0.88,
,147.00,SEMBCORP GAYATRI (SGPL TPP),1.00,12-11-2016,660.00,THERMAL,ANDHRA PRADESH,PVT,SGPL,COAL,OIL,4452.91,940.64,1832.73,622.10,3890133.62,1847.22,3891980.84,0.87,
,147.00,SEMBCORP GAYATRI (SGPL TPP),2.00,15-02-2017,660.00,THERMAL,ANDHRA PRADESH,PVT,SGPL,COAL,OIL,4364.97,1319.62,1472.04,280.90,3841727.59,830.15,3842557.73,0.88,
,148.00,SHIRPUR,0.00,,300.00,THERMAL,MAHARASHTRA,PVT,SHIRPUR POWER PVT LTD,COAL,-,310.76,215.00,12.00,976.00,353006.57,2958.63,355965.20,1.15,
,148.00,SHIRPUR,1.00,28-09-2017,150.00,THERMAL,MAHARASHTRA,PVT,SHIRPUR POWER PVT LTD,COAL,-,179.94,131.00,7.00,889.00,214716.11,2694.90,217411.00,1.21,
,148.00,SHIRPUR,2.00,13-01-2024,150.00,THERMAL,MAHARASHTRA,PVT,SHIRPUR POWER PVT LTD,COAL,,130.82,84.00,5.00,87.00,138290.46,263.73,138554.19,1.06,
,149.00,Shri Singaji MALWA TPP,0.00,,2520.00,THERMAL,MADHYA PRADESH,STATE,MPPGCL,COAL,OIL,14075.25,10443.28,0.00,10023.59,13747565.46,29585.31,13777150.77,0.98,
,149.00,Shri Singaji MALWA TPP,1.00,18-11-2013,600.00,THERMAL,MADHYA PRADESH,STATE,MPPGCL,COAL,OIL,3477.90,2730.05,0.00,1615.56,3606908.50,4772.63,3611681.13,1.04,
,149.00,Shri Singaji MALWA TPP,2.00,28-12-2014,600.00,THERMAL,MADHYA PRADESH,STATE,MPPGCL,COAL,OIL,3182.54,2446.92,0.00,2527.99,3232835.89,7459.43,3240295.31,1.02,
,149.00,Shri Singaji MALWA TPP,3.00,18-11-2018,660.00,THERMAL,MADHYA PRADESH,STATE,MPPGCL,COAL,OIL,4322.35,2998.37,0.00,2489.89,3932964.68,7363.38,3940328.07,0.91,
,149.00,Shri Singaji MALWA TPP,4.00,28-03-2019,660.00,THERMAL,MADHYA PRADESH,STATE,MPPGCL,COAL,OIL,3092.46,2267.94,0.00,3390.15,2974856.39,9989.86,2984846.25,0.97,
,150.00,SIKKA REP.,0.00,,500.00,THERMAL,GUJARAT,STATE,GSECL,COAL,OIL,692.48,0.00,403.16,1538.86,733844.40,4582.79,738427.19,1.07,
,150.00,SIKKA EXTN,3.00,29-03-2015,250.00,THERMAL,GUJARAT,STATE,GSECL,COAL,OIL,360.21,0.00,212.29,769.29,386885.73,2287.14,389172.86,1.08,
,150.00,SIKKA EXTN,4.00,25-09-2015,250.00,THERMAL,GUJARAT,STATE,GSECL,COAL,OIL,332.27,0.00,190.87,769.56,346958.68,2295.65,349254.33,1.05,
,151.00,SIMHADRI,0.00,,2000.00,THERMAL,ANDHRA PRADESH,CENTER,NTPC,COAL,OIL,10943.20,7732.93,882.85,4678.45,10599331.36,12301.05,10611632.40,0.97,
,151.00,SIMHADRI,1.00,22-02-2002,500.00,THERMAL,ANDHRA PRADESH,CENTER,NTPC,COAL,OIL,2463.09,1745.12,194.79,1352.28,2394983.56,3555.55,2398539.11,0.97,
,151.00,SIMHADRI,2.00,24-08-2002,500.00,THERMAL,ANDHRA PRADESH,CENTER,NTPC,COAL,OIL,2888.38,2059.54,238.38,1345.06,2823403.99,3536.57,2826940.56,0.98,
,151.00,SIMHADRI,3.00,31-03-2011,500.00,THERMAL,ANDHRA PRADESH,CENTER,NTPC,COAL,OIL,2638.75,1845.59,207.10,1192.92,2524014.47,3136.53,2527151.00,0.96,
,151.00,SIMHADRI,4.00,30-03-2012,500.00,THERMAL,ANDHRA PRADESH,CENTER,NTPC,COAL,OIL,2952.98,2082.68,242.58,788.19,2856929.34,2072.41,2859001.74,0.97,
,152.00,SIMHAPURI TPP,0.00,,600.00,THERMAL,ANDHRA PRADESH,PVT,SIMHAPURI ENERGY P LTD,COAL,OIL,2764.70,0.00,1752.05,741.00,2863656.43,2294.99,2865951.43,1.04,
,152.00,SIMHAPURI TPP,1.00,24-03-2012,150.00,THERMAL,ANDHRA PRADESH,PVT,SIMHAPURI ENERGY P LTD,COAL,OIL,541.30,0.00,346.52,218.00,566373.20,675.18,567048.38,1.05,
,152.00,SIMHAPURI TPP,2.00,02-07-2012,150.00,THERMAL,ANDHRA PRADESH,PVT,SIMHAPURI ENERGY P LTD,COAL,OIL,609.50,0.00,389.06,285.00,635903.54,882.69,636786.23,1.04,
,152.00,SIMHAPURI TPP,3.00,21-02-2014,150.00,THERMAL,ANDHRA PRADESH,PVT,SIMHAPURI ENERGY P LTD,COAL,OIL,779.73,0.00,488.47,143.00,798381.28,442.89,798824.17,1.02,
,152.00,SIMHAPURI TPP,4.00,31-12-2014,150.00,THERMAL,ANDHRA PRADESH,PVT,SIMHAPURI ENERGY P LTD,COAL,OIL,834.17,0.00,528.00,95.00,862998.41,294.23,863292.64,1.03,
,153.00,SINGARENI TPP,0.00,,1200.00,THERMAL,TELANGANA,STATE,SINGARENI COLLIERIES,COAL,OIL,8308.53,5338.91,0.00,1322.63,7768656.00,4143.10,7772799.10,0.94,
,153.00,SINGARENI TPP,1.00,13-03-2016,600.00,THERMAL,TELANGANA,STATE,SINGARENI COLLIERIES,COAL,OIL,3800.75,2436.10,0.00,967.50,3542784.64,3025.11,3545809.75,0.93,
,153.00,SINGARENI TPP,2.00,25-11-2016,600.00,THERMAL,TELANGANA,STATE,SINGARENI COLLIERIES,COAL,OIL,4507.78,2902.81,0.00,355.13,4225871.36,1117.99,4226989.35,0.94,
,154.00,SINGRAULI STPS,0.00,,2000.00,THERMAL,UTTAR PRADESH,CENTER,NTPC,COAL,OIL,14542.00,9855.80,0.00,3751.00,14214768.08,9134.87,14223902.95,0.98,
,154.00,SINGRAULI STPS,1.00,13-02-1982,200.00,THERMAL,UTTAR PRADESH,CENTER,NTPC,COAL,OIL,1424.00,944.10,0.00,358.00,1352260.61,911.80,1353172.41,0.95,
,154.00,SINGRAULI STPS,2.00,25-11-1982,200.00,THERMAL,UTTAR PRADESH,CENTER,NTPC,COAL,OIL,1561.00,1076.90,0.00,190.00,1551052.10,483.92,1551536.02,0.99,
,154.00,SINGRAULI STPS,3.00,28-03-1983,200.00,THERMAL,UTTAR PRADESH,CENTER,NTPC,COAL,OIL,1297.00,895.90,0.00,488.00,1293077.67,824.23,1293901.90,1.00,
,154.00,SINGRAULI STPS,4.00,02-11-1983,200.00,THERMAL,UTTAR PRADESH,CENTER,NTPC,COAL,OIL,1589.00,1094.80,0.00,341.00,1578494.49,868.50,1579363.00,0.99,
,154.00,SINGRAULI STPS,5.00,26-02-1984,200.00,THERMAL,UTTAR PRADESH,CENTER,NTPC,COAL,OIL,1579.00,1090.10,0.00,237.00,1571304.48,603.62,1571908.11,1.00,
,154.00,SINGRAULI STPS,6.00,23-12-1986,500.00,THERMAL,UTTAR PRADESH,CENTER,NTPC,COAL,OIL,3846.00,2573.50,0.00,748.00,3711476.36,1905.11,3713381.46,0.97,
,154.00,SINGRAULI STPS,7.00,24-11-1987,500.00,THERMAL,UTTAR PRADESH,CENTER,NTPC,COAL,OIL,3246.00,2180.50,0.00,1389.00,3157102.37,3537.69,3160640.06,0.97,
,155.00,SIPAT STPS,0.00,,2980.00,THERMAL,CHATTISGARH,CENTER,NTPC,COAL,OIL,21106.01,14699.77,0.00,5948.00,19329994.69,15482.55,19345477.25,0.92,
,155.00,SIPAT STPS,1.00,27-05-2007,500.00,THERMAL,CHATTISGARH,CENTER,NTPC,COAL,OIL,3997.67,2852.46,0.00,315.00,3758799.67,819.94,3759619.61,0.94,
,155.00,SIPAT STPS,2.00,27-12-2008,500.00,THERMAL,CHATTISGARH,CENTER,NTPC,COAL,OIL,3517.74,2478.04,0.00,1383.00,3249684.83,3599.93,3253284.76,0.92,
,155.00,SIPAT STPS,3.00,28-06-2011,660.00,THERMAL,CHATTISGARH,CENTER,NTPC,COAL,OIL,4498.65,3109.38,0.00,1386.00,4078127.30,3607.74,4081735.04,0.91,
,155.00,SIPAT STPS,4.00,24-12-2011,660.00,THERMAL,CHATTISGARH,CENTER,NTPC,COAL,OIL,4231.85,2814.39,0.00,1715.00,3687153.83,4464.12,3691617.95,0.87,
,155.00,SIPAT STPS,5.00,02-06-2012,660.00,THERMAL,CHATTISGARH,CENTER,NTPC,COAL,OIL,4860.10,3445.50,0.05,1149.00,4556229.06,2990.83,4559219.89,0.94,
,156.00,SOLAPUR STPP,0.00,,1320.00,THERMAL,MAHARASHTRA,CENTER,NTPC,COAL,OIL,6702.00,4173.00,481.00,3596.00,6135110.84,9802.75,6144913.58,0.92,
,156.00,SOLAPUR STPP,1.00,07-04-2017,660.00,THERMAL,MAHARASHTRA,CENTER,NTPC,COAL,OIL,3044.00,1969.60,208.00,2259.00,2868026.75,6154.70,2874181.46,0.94,
,156.00,SOLAPUR STPP,2.00,30-03-2019,660.00,THERMAL,MAHARASHTRA,CENTER,NTPC,COAL,OIL,3658.00,2203.40,273.00,1337.00,3267084.09,3648.04,3270732.13,0.89,
,157.00,SOUTHERN REPL.,0.00,,135.00,THERMAL,WEST BENGAL,PVT,CESC,COAL,OIL,582.26,453.52,0.00,388.20,732703.52,1195.77,733899.28,1.26,
,157.00,SOUTHERN REPL.,1.00,12-08-1990,67.50,THERMAL,WEST BENGAL,PVT,CESC,COAL,OIL,251.56,198.16,0.00,164.30,319383.99,506.09,319890.08,1.27,
,157.00,SOUTHERN REPL.,2.00,10-04-1991,67.50,THERMAL,WEST BENGAL,PVT,CESC,COAL,OIL,330.70,255.36,0.00,223.90,413319.53,689.68,414009.20,1.25,
,158.00,STERLITE TPP(VEDANTA),0.00,,600.00,THERMAL,ORISSA,PVT,STERLITE ENERGY,COAL,OIL,2768.59,2323.34,0.00,1159.13,2507388.72,3577.08,2510965.80,0.91,
,158.00,STERLITE TPP(VEDANTA),2.00,01-08-2010,0.00,THERMAL,ORISSA,PVT,STERLITE ENERGY,COAL,OIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,158.00,STERLITE TPP(VEDANTA),2.00,01-01-2011,600.00,THERMAL,ORISSA,PVT,STERLITE ENERGY,COAL,OIL,2768.59,2323.34,0.00,1159.13,2507388.72,3577.08,2510965.80,0.91,
,158.00,STERLITE TPP(VEDANTA),2.00,01-01-2011,0.00,THERMAL,ORISSA,PVT,STERLITE ENERGY,COAL,OIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,158.00,STERLITE TPP(VEDANTA),2.00,01-01-2012,0.00,THERMAL,ORISSA,PVT,STERLITE ENERGY,COAL,OIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,159.00,SURAT LIG.,0.00,,500.00,THERMAL,GUJARAT,PVT,GIPCL,LIGN,OIL,2688.10,3075.34,124.72,1004.25,3415673.77,2884.80,3418558.57,1.27,
,159.00,SURAT LIG.,1.00,16-01-2000,125.00,THERMAL,GUJARAT,PVT,GIPCL,LIGN,OIL,669.72,776.00,29.67,273.80,858462.24,786.54,859248.77,1.28,
,159.00,SURAT LIG.,2.00,06-11-1999,125.00,THERMAL,GUJARAT,PVT,GIPCL,LIGN,OIL,606.48,696.45,29.92,246.45,776966.90,707.90,777674.80,1.28,
,159.00,SURAT LIG.,3.00,12-04-2010,125.00,THERMAL,GUJARAT,PVT,GIPCL,LIGN,OIL,683.84,771.42,33.55,206.00,861043.13,591.77,861634.90,1.26,
,159.00,SURAT LIG.,4.00,23-04-2010,125.00,THERMAL,GUJARAT,PVT,GIPCL,LIGN,OIL,728.06,831.47,31.58,278.00,919201.50,798.60,920000.10,1.26,
,160.00,SURATGARH,0.00,,2820.00,THERMAL,RAJASTHAN,STATE,RRVUNL,COAL,OIL,12427.49,9253.02,229.08,34954.21,12921412.67,101924.24,13023336.91,1.05,
,160.00,SURATGARH,1.00,10-05-1998,250.00,THERMAL,RAJASTHAN,STATE,RRVUNL,COAL,OIL,1208.54,1030.82,0.00,3555.77,1270803.19,10424.01,1281227.20,1.06,
,160.00,SURATGARH,2.00,28-03-2000,250.00,THERMAL,RAJASTHAN,STATE,RRVUNL,COAL,OIL,1172.67,979.62,0.00,3754.66,1219198.13,11004.93,1230203.06,1.05,
,160.00,SURATGARH,3.00,29-10-2001,250.00,THERMAL,RAJASTHAN,STATE,RRVUNL,COAL,OIL,1075.74,905.18,0.00,6274.11,1129981.48,18387.64,1148369.13,1.07,
,160.00,SURATGARH,4.00,25-03-2002,250.00,THERMAL,RAJASTHAN,STATE,RRVUNL,COAL,OIL,867.90,739.50,0.00,6295.71,917546.24,18432.93,935979.17,1.08,
,160.00,SURATGARH,5.00,30-06-2003,250.00,THERMAL,RAJASTHAN,STATE,RRVUNL,COAL,OIL,1039.20,862.81,0.00,5830.07,1089198.13,17081.29,1106279.42,1.06,
,160.00,SURATGARH,6.00,29-08-2009,250.00,THERMAL,RAJASTHAN,STATE,RRVUNL,COAL,OIL,993.42,832.34,0.00,5125.69,1036841.19,15014.61,1051855.79,1.06,
,160.00,SURATGARH,7.00,15-03-2020,660.00,THERMAL,RAJASTHAN,STATE,RRVUNL,COAL,OIL,2967.93,1912.49,120.56,1830.83,3081324.15,5149.22,3086473.37,1.04,
,160.00,SURATGARH,8.00,06-10-2021,660.00,THERMAL,RAJASTHAN,STATE,RRVUNL,COAL,OIL,3102.11,1990.27,108.52,2287.37,3176520.16,6429.61,3182949.77,1.03,
,161.00,SVPL,0.00,,63.00,THERMAL,CHATTISGARH,PVT,SV POWER LTD,COAL,-,284.74,510.40,0.00,40.00,373270.66,108.67,373379.33,1.31,
,161.00,SVPL,1.00,07-12-2011,63.00,THERMAL,CHATTISGARH,PVT,SV POWER LTD,COAL,-,284.74,510.40,0.00,40.00,373270.66,108.67,373379.33,1.31,
,162.00,SWASTIK KORBA,0.00,,25.00,THERMAL,CHATTISGARH,PVT,SP&ML,COAL,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,162.00,SWASTIK KORBA,1.00,31-03-2015,25.00,THERMAL,CHATTISGARH,PVT,SP&ML,COAL,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,163.00,TALCHER STPS,0.00,,3000.00,THERMAL,ORISSA,CENTER,NTPC,COAL,OIL,21235.34,16339.30,242.78,6353.07,20244909.59,18067.09,20262976.68,0.95,
,163.00,TALCHER STPS,1.00,19-02-1995,500.00,THERMAL,ORISSA,CENTER,NTPC,COAL,OIL,3057.83,2411.62,42.30,3105.07,2983939.47,8820.55,2992760.02,0.98,
,163.00,TALCHER STPS,2.00,27-03-1996,500.00,THERMAL,ORISSA,CENTER,NTPC,COAL,OIL,3753.28,2891.28,45.99,716.00,3579274.00,2027.30,3581301.30,0.95,
,163.00,TALCHER STPS,3.00,04-01-2003,500.00,THERMAL,ORISSA,CENTER,NTPC,COAL,OIL,3309.55,2562.49,27.83,1035.00,3167512.85,2950.80,3170463.65,0.96,
,163.00,TALCHER STPS,4.00,25-10-2003,500.00,THERMAL,ORISSA,CENTER,NTPC,COAL,OIL,3359.26,2568.61,29.35,1089.00,3192982.49,3108.10,3196090.59,0.95,
,163.00,TALCHER STPS,5.00,13-05-2004,500.00,THERMAL,ORISSA,CENTER,NTPC,COAL,OIL,3873.44,2946.26,47.82,266.00,3652459.68,758.35,3653218.03,0.94,
,163.00,TALCHER STPS,6.00,06-02-2005,500.00,THERMAL,ORISSA,CENTER,NTPC,COAL,OIL,3881.98,2959.04,49.49,142.00,3668741.12,401.99,3669143.11,0.95,
,164.00,TALWANDI SABO,0.00,,1980.00,THERMAL,PUNJAB,PVT,Talwandi Sabo Power,COAL,OIL,10278.40,7672.91,7.92,2995.01,9326045.05,9090.58,9335135.64,0.91,
,164.00,TALWANDI SABO,1.00,17-06-2014,660.00,THERMAL,PUNJAB,PVT,Talwandi Sabo Power,COAL,OIL,3439.10,2552.35,7.92,1016.53,3110510.37,3085.41,3113595.79,0.91,
,164.00,TALWANDI SABO,2.00,30-10-2015,660.00,THERMAL,PUNJAB,PVT,Talwandi Sabo Power,COAL,OIL,3318.73,2478.96,0.00,993.25,3009059.33,3014.75,3012074.08,0.91,
,164.00,TALWANDI SABO,3.00,29-03-2016,660.00,THERMAL,PUNJAB,PVT,Talwandi Sabo Power,COAL,OIL,3520.57,2641.60,0.00,985.23,3206475.36,2990.41,3209465.77,0.91,
,165.00,TAMNAR TPP,0.00,,2400.00,THERMAL,CHATTISGARH,PVT,OP JINDAL,COAL,OIL,16240.57,12505.60,313.60,3099.50,14872201.48,9307.13,14881508.61,0.92,
,165.00,TAMNAR TPP,1.00,10-03-2014,600.00,THERMAL,CHATTISGARH,PVT,OP JINDAL,COAL,OIL,4455.23,3286.50,186.60,868.30,4107278.12,2607.32,4109885.43,0.92,
,165.00,TAMNAR TPP,2.00,30-03-2014,600.00,THERMAL,CHATTISGARH,PVT,OP JINDAL,COAL,OIL,3760.16,2842.40,127.00,946.00,3486646.26,2840.63,3489486.90,0.93,
,165.00,TAMNAR TPP,3.00,31-03-2014,600.00,THERMAL,CHATTISGARH,PVT,OP JINDAL,COAL,OIL,3988.10,3189.10,0.00,760.70,3639994.59,2284.22,3642278.81,0.91,
,165.00,TAMNAR TPP,4.00,26-03-2015,600.00,THERMAL,CHATTISGARH,PVT,OP JINDAL,COAL,OIL,4037.08,3187.60,0.00,524.50,3638282.51,1574.96,3639857.47,0.90,
,166.00,TANDA,0.00,,1760.00,THERMAL,UTTAR PRADESH,CENTER,NTPC,COAL,OIL,9623.00,5838.00,868.00,7832.00,9377326.41,21009.23,9398335.65,0.98,
,166.00,TANDA,1.00,23-01-1988,110.00,THERMAL,UTTAR PRADESH,CENTER,NTPC,COAL,OIL,326.00,246.70,50.00,861.00,418809.05,2309.62,421118.68,1.29,
,166.00,TANDA,2.00,11-03-1989,110.00,THERMAL,UTTAR PRADESH,CENTER,NTPC,COAL,OIL,345.00,274.90,54.00,896.00,465988.43,2403.51,468391.93,1.36,
,166.00,TANDA,3.00,28-03-1990,110.00,THERMAL,UTTAR PRADESH,CENTER,NTPC,COAL,OIL,376.00,290.00,60.00,796.00,494747.00,2135.26,496882.26,1.32,
,166.00,TANDA ,4.00,20-02-1998,110.00,THERMAL,UTTAR PRADESH,CENTER,NTPC,COAL,OIL,403.00,301.50,64.00,929.00,516680.11,2492.03,519172.14,1.29,
,166.00,TANDA  ST-II,5.00,28-09-2019,660.00,THERMAL,UTTAR PRADESH,CENTER,NTPC,COAL,OIL,4134.00,2396.80,325.00,2310.00,3793881.95,6196.54,3800078.49,0.92,
,166.00,TANDA  ST-II,6.00,31-03-2021,660.00,THERMAL,UTTAR PRADESH,CENTER,NTPC,COAL,OIL,4039.00,2328.10,315.00,2040.00,3687219.88,5472.27,3692692.15,0.91,
,167.00,Telangana STPP,0.00,,1600.00,THERMAL,TELANGANA,STATE,NTPC,COAL,OIL,3239.00,1761.90,0.00,5180.00,2201482.63,13644.93,2215127.56,0.68,
,167,Telangana STPP,1.00,05-12-2023,800,THERMAL,TELANGANA,STATE,NTPC,COAL,OIL,2672.01,1533.20,0.00,5180.00,1915723.46,13644.93,1929368.39,0.72,
,167,Telangana STPP,2.00,01-03-2024,800,THERMAL,TELANGANA,STATE,NTPC,COAL,OIL,567.27,228.70,0.00,0.00,285759.17,0.00,285759.17,0.50,
,168.00,TENUGHAT,0.00,,420.00,THERMAL,JHARKHAND,STATE,TVNL,COAL,OIL,2142.42,1738.79,0.00,1790.30,2302514.77,4791.70,2307306.47,1.08,
